country_cd,timezone,robotid
CZ,Europe/Prague,QS2N3GFPN64ZCR5O
IL,Asia/Jerusalem,1YNZ49FOFJWYW615
IT,Europe/Rome,8JGSOX54FFC00JCJ
IL,Asia/Jerusalem,8H9VSA9X2BO2FEKA
IL,Asia/Jerusalem,KGHEXP27ABABZ00K
IL,Asia/Jerusalem,NJ22IUIM14NM6SJV
IL,Asia/Jerusalem,LB67FUIK5SJXJCQS
IL,Asia/Jerusalem,ZFXFGW2WK9M9HO8J
ES,Europe/Madrid,CZHI9Z9Z1N8XK76V
IT,Europe/Rome,HGKRHE2PGF2G7MS7
IL,Asia/Jerusalem,5J2JD0X85AGUZ6MY
CN,Asia/Shanghai,JJ3R04Y6D9QGY4B6
IL,Asia/Jerusalem,JON320P1ZHNU1XA4
IL,Asia/Jerusalem,3BTZA1BGP5LNA0PD
IL,Asia/Jerusalem,E97S8DGFFYGK5ZVS
IL,Asia/Jerusalem,Z8AZVN2QXCRAT3RX
IL,Asia/Jerusalem,X1C8RWGXDZNJK6BF
IL,Asia/Jerusalem,6LTQL24CPAFUHNA3
IL,Asia/Jerusalem,UJFPXWDXTL5XCSWZ
IL,Asia/Jerusalem,4J6DAMB6Q2JT6DK7
IL,Asia/Jerusalem,DL04STCMKUC0SCX1
IL,Asia/Jerusalem,MSHX70IHWKV8CLRG
JP,Asia/Tokyo,7PSEP56NXY8G55DL
IL,Asia/Jerusalem,V3S4FPGZEEYFCBN9
IL,Asia/Jerusalem,RDUWPMGA0KBDKRCG
IL,Asia/Jerusalem,B5R0TWF14Z9GXHJB
IL,Asia/Jerusalem,QWCY1QLLUZGYL68F
CN,Asia/Shanghai,HA0NFUX1XDPESYMK
CZ,Europe/Prague,CNVWIAPVNGA20KMJ
CA,America/Vancouver,S8QA43DTE2SR61MB
IL,Asia/Jerusalem,2DFWH4K5STMQZK7C
IL,Asia/Jerusalem,E1EZ7DL1Y7QNPPKH
SG,Asia/Singapore,JJ9B3MMSEMSKK5SU
IL,Asia/Jerusalem,7TA3K03T85HS939L
IL,Asia/Jerusalem,37UH3YI9FYBX7EJI
PT,Europe/Lisbon,CWSL67LE1Z7W328N
IT,Europe/Rome,VH0DG5HYJP0BBA2I
CZ,Europe/Prague,Q16SJ1WNACQ8AMQ1
IL,Asia/Jerusalem,W68Q1NVRAIT8RSHE
CZ,Europe/Prague,ZK04BJGCJ6KGCUTF
IL,Asia/Jerusalem,O2ZL1NJM1EV1GTDB
IL,Asia/Jerusalem,04H8N8GJRZUHNR9L
IL,Asia/Jerusalem,T3II7TZA5H5XW9WX
IL,Asia/Jerusalem,Y0LHO5JX0LWW8FIZ
IL,Asia/Jerusalem,5AQDST5KS5PYODFJ
US,America/Chicago,A0KL8FN71MGV1TB3
IL,Asia/Jerusalem,SEDITDJ0RX2FCGGD
DE,Europe/Berlin,Y2NSKIYUXKLOW9MS
IL,Asia/Jerusalem,1E4KTWHN7F58FP3X
BE,Europe/Brussels,B29A8B9LQ3546JOF
DE,Europe/Berlin,QQYMP8ZBGZNOFURS
IL,Asia/Jerusalem,CQSP3U3DNIJ69ATK
CA,America/Toronto,N75S117JBSC9HMQA
AT,Europe/Vienna,SEP9XSEMV2WAEMZO
IL,Asia/Jerusalem,8OFVUY7YGJF9AGXZ
IL,Asia/Jerusalem,CA155WODGWCZC7X0
IL,Asia/Jerusalem,CUZNEJG3ICJ11XDV
IL,Asia/Jerusalem,9IZIXT7D9YR0344U
CN,Asia/Shanghai,Y9RLKL1QT77KBATZ
IL,Asia/Jerusalem,LFUTUUUAWRVB6K0K
IL,Asia/Jerusalem,7DKPE32YVJQ6N38U
IL,Asia/Jerusalem,0BKDGADLQPFSO04F
NL,Europe/Amsterdam,WVSN50RPJJ8HFO20
CA,America/Edmonton,D5SI90SBLXN6SFMD
IL,Asia/Jerusalem,E4JJMPU7WVDMHGP3
IL,Asia/Jerusalem,CE1F02EOLTI9FM65
IL,Asia/Jerusalem,2W3IFAO21AMIV4WZ
IL,Asia/Jerusalem,XEYFDRC6FO5GIWJG
IL,Asia/Jerusalem,BOCL5EP60BRHZ1KK
IL,Asia/Jerusalem,R1N0LY6JN414VC1M
HK,Asia/Hong_Kong,DUCOBHQLE6Q7R3G7
IL,Asia/Jerusalem,ISFE4O9R16H9TDX5
IL,Asia/Jerusalem,T2R2UFGETGZVOQ8R
IL,Asia/Jerusalem,6AU16N5L6PE6A3CR
IL,Asia/Jerusalem,407XEUKK2SLZ4K9Q
IL,Asia/Jerusalem,PT5PUMD7J62F7QJ8
IL,Asia/Jerusalem,93TCLRUFJXJB8QTJ
IL,Asia/Jerusalem,JKSG6M2PQ2PJZIZD
TH,Asia/Bangkok,O2CBO5M0B3KYR4EX
RU,Europe/Moscow,RIPXN4E2I6TYYHIU
IL,Asia/Jerusalem,3SM1K8O154APOSI8
IL,Asia/Jerusalem,FEJJC4T8UFJVXBYD
IL,Asia/Jerusalem,N7AJ6AHGW47WCPO3
CA,America/Toronto,EW1B25ISQ5S7BPML
ES,Europe/Madrid,9ZQ6CWB8XP770X1F
IL,Asia/Jerusalem,AVO19OVDQWJMN2QL
IL,Asia/Jerusalem,1FV5E70H8ZCIDMLU
AT,Europe/Vienna,74AR96W6LEZJGZFZ
IL,Asia/Jerusalem,NI4LZYBK13N640TX
SK,Europe/Bratislava,Y2ZFMJ187QEI3Y9D
CZ,Europe/Prague,O7ZVDT31QB9GAEI3
PL,Europe/Warsaw,19FZTMP69LHFD88M
IL,Asia/Jerusalem,H2LQQAJTWIN8VPY8
NO,Europe/Oslo,E924XQYR8QU9ICFO
CA,America/Vancouver,A5GXDG4TPTCUCTJQ
IL,Asia/Jerusalem,HDI8B4C3HD51V6LJ
IL,Asia/Jerusalem,1H8GEE84HGCK1VR6
IL,Asia/Jerusalem,R7SRWBQL39N9DDSR
DE,Europe/Berlin,YB9LZI8AJAC8JVUO
IL,Asia/Jerusalem,UWXIOHTMXGAN0VOS
PL,Europe/Warsaw,BSB88I40OW1S726M
IL,Asia/Jerusalem,AJANUQQUQZQEAGB2
DE,Europe/Berlin,O2WMFZTY3OZVZDIG
NO,Europe/Oslo,H8126FYNVT5HGCLD
IL,Asia/Jerusalem,TZEN5V1R1K3UTR36
IL,Asia/Jerusalem,Z8T5D6ZAGJCT7WU0
IL,Asia/Jerusalem,DJAQ3IXGIHTIGSER
IL,Asia/Jerusalem,380VHGIDPJXSB3JJ
IL,Asia/Jerusalem,H21KOT0EOGUQDF84
IL,Asia/Jerusalem,FAX830M2HOOVR99T
IL,Asia/Jerusalem,Q96TN59XQ23VN813
CA,America/Toronto,IUAUVGZA4NN2D75N
CZ,Europe/Prague,2QANPEX6MJ9HC9R0
DE,Europe/Berlin,V95KCQYS6S40BQVZ
IL,Asia/Jerusalem,9T6NJ533DRGFVKCY
IL,Asia/Jerusalem,P7D52HK3DE2CA962
IL,Asia/Jerusalem,BGOX3H2CYB5P7XIY
IL,Asia/Jerusalem,YQUMDEJ6XK1CUCRE
CN,Asia/Shanghai,Q2L3S6TRRW5MSG99
IL,Asia/Jerusalem,V1VTBHS8CO8XYDNX
IT,Europe/Rome,ZZNZ8XWEB39GL4XR
FR,Europe/Paris,Y9F782RXCPKAOYVK
JP,Asia/Tokyo,EXQYO99CPCEK89V2
IL,Asia/Jerusalem,PF7DH090OY625OOP
IL,Asia/Jerusalem,JD7IQUCGF2DH3UKH
IL,Asia/Jerusalem,NS3DAVKB2BT69A4T
IL,Asia/Jerusalem,ZVESQ0LSJN5EO4QX
IL,Asia/Jerusalem,LJJ24XCRK2E1CDW4
IL,Asia/Jerusalem,DH5K90GALZJ70H14
IL,Asia/Jerusalem,VM3MK556UXMXI3UZ
IL,Asia/Jerusalem,K6OIPRNHQRKLS67H
IL,Asia/Jerusalem,LSFIO8KF1AN36O9K
IL,Asia/Jerusalem,MLM0070A4XDLHCMM
IL,Asia/Jerusalem,X7NL9KZU632ODATC
JP,Asia/Tokyo,7XSGV7ZMNKY0TS9N
IL,Asia/Jerusalem,6C5PPHXFZ37Z1BSE
TW,Asia/Taipei,GNK5GLT6S9X0POPV
IL,Asia/Jerusalem,QM6QEGF29AXLOQ59
CH,Europe/Zurich,7QUGRWJQUNRSPURV
PL,Europe/Warsaw,L57OXUMCAD6XOQ0O
AT,Europe/Vienna,3B1PNH8389TYM5BQ
BE,Europe/Brussels,QLD5WIVW8KNSLX6F
IL,Asia/Jerusalem,AOOPD2A9KQFPWGVI
IL,Asia/Jerusalem,W7MCFCDFHTZ2OF4C
IL,Asia/Jerusalem,5GHVX7GEJS2YR297
IL,Asia/Jerusalem,71UUG4H8W0UNSHM1
FR,Europe/Paris,3SZLVQVT837F8C7T
US,America/Chicago,30EOCOZW7T0LV24A
IL,Asia/Jerusalem,SRBOLBRWMLCUQVYM
MX,America/Mexico_City,X1B3MGMG9JV1YDNT
IL,Asia/Jerusalem,ZRO0QVEEX875Y7D6
JP,Asia/Tokyo,F795TIHFL3UBN2K0
AT,Europe/Vienna,8XITJTMI0Z4U1K7H
IL,Asia/Jerusalem,9DGMN4GY94EF7PEO
IL,Asia/Jerusalem,NFS8IBYKKSPINZNJ
IL,Asia/Jerusalem,TN6SBLTKHI2GNVDX
IL,Asia/Jerusalem,Y2IZ39MDFAHQRCCW
IL,Asia/Jerusalem,G4P597AD3OFHE0G1
IL,Asia/Jerusalem,VR857ZHHTPI6U1IR
IL,Asia/Jerusalem,22IV4PO9J15SWMKP
FR,Europe/Paris,YNDTFZRYY1WK4CIO
IL,Asia/Jerusalem,JD75IAIFDZ7Z1DZQ
AT,Europe/Vienna,YKQNK0CQOC969XAZ
IL,Asia/Jerusalem,1TE325FXUO6ZJG7X
IL,Asia/Jerusalem,I0DWB6GVGEYOPSY2
CA,America/Toronto,9BHYZQUNN315SJJV
IL,Asia/Jerusalem,BBI8HNK30PX9Z8AV
IL,Asia/Jerusalem,28NPSSDQVDAJIMDW
IL,Asia/Jerusalem,AKDP8MZN1ILAOJ2W
IL,Asia/Jerusalem,P8I6LDEGDIUBZ0PM
IL,Asia/Jerusalem,UR9LOJ0I9FZAFGTL
IL,Asia/Jerusalem,VTF2DQ8A4GPNP5FZ
AT,Europe/Vienna,0R5GB6UP1C8YYB38
IL,Asia/Jerusalem,Z1AXC7H8FILH1HDU
CA,America/Toronto,L8LZLJLUT2WIF236
FR,Europe/Paris,05C4RRYMSWBW6KZX
NL,Europe/Amsterdam,0DR7Z342QMOETFUL
DE,Europe/Berlin,670DWFXUH4RB0MCY
IL,Asia/Jerusalem,FRHTEOVIOJI805RU
IL,Asia/Jerusalem,8R8WPN32ZV8KUUCG
IL,Asia/Jerusalem,B0226SVSJCMG6DJO
IL,Asia/Jerusalem,IR24K8XQQ743J3YP
JP,Asia/Tokyo,5B8GQJV0L9OYHD6B
IL,Asia/Jerusalem,2N5YZT4TQT6O0QJO
NO,Europe/Oslo,TO31PDBZOG066QBU
IL,Asia/Jerusalem,ZHCGCSDDP7USDER3
JP,Asia/Tokyo,U9HA5MGJNPCFU5LT
FR,Europe/Paris,HQX9PD2M7WOHY8SI
JP,Asia/Tokyo,CK50TFZ5RWWCGSHZ
IL,Asia/Jerusalem,JXQP68YLTCJL437U
DE,Europe/Berlin,O19Y245YVCZ2SWSU
FR,Europe/Paris,M70X9NRH52K1KLCA
FR,Europe/Paris,BV6042QGTOQURQYQ
IL,Asia/Jerusalem,WM6BGN01UDDTA38H
IL,Asia/Jerusalem,UXKKG6IXF6XX3EZ5
IT,Europe/Rome,FQMKY45RYGFTRFNB
IL,Asia/Jerusalem,24FVXZFZ9Z13IZK4
CA,America/Toronto,SG8ZF889KWZTJN62
SE,Europe/Stockholm,J8MAVS1E5M7OMM6B
RU,Europe/Moscow,F9PJH5G4HBFDXAMV
IL,Asia/Jerusalem,R020U0VCZ3Q7HU19
IL,Asia/Jerusalem,ZZNOFTIZUGAHMRXX
IL,Asia/Jerusalem,K9FTYJ5GMO54T68C
ES,Europe/Madrid,U8B155BCDRIPE8LD
JP,Asia/Tokyo,QCM9YOTFVFFCQ10N
ES,Europe/Madrid,UD2ND7TZ5M25WP0N
IL,Asia/Jerusalem,8DHRATNC0TH9PSKV
IL,Asia/Jerusalem,9MNAH4334X0F6K6F
IL,Asia/Jerusalem,D05YQQT7C0MGO2K9
IL,Asia/Jerusalem,5M2ROHBGE97X36XQ
IL,Asia/Jerusalem,3LZCUHA4G43VXZIH
IL,Asia/Jerusalem,QOOBTNO7IN2AX6K0
AU,Australia/Melbourne,YWVTUAXEDNZ71P99
FR,Europe/Paris,610TBKQ189I95JA6
FR,Europe/Paris,Z2OLQVSK868NCBDX
IL,Asia/Jerusalem,3YGQD6JGO3QXQ7HV
IL,Asia/Jerusalem,G2CRRTE8PQLYU7TQ
IL,Asia/Jerusalem,AX71AKPC5E5954FQ
TW,Asia/Taipei,P2EYU39OPAPTYVGR
CN,Asia/Shanghai,1CPJC416W0QAHR7S
FR,Europe/Paris,M01O4UQO6L68W5KP
JP,Asia/Tokyo,78IOT0KWAZU8RYOP
IL,Asia/Jerusalem,6KY7UEXXT5Q8FFG7
IL,Asia/Jerusalem,GVEMW196JB5CPZOI
AT,Europe/Vienna,WUAGTPVF346QKCE6
IT,Europe/Rome,BF53MCSPQEI54DMR
FR,Europe/Paris,YOBUBOH80M19CO01
CN,Asia/Shanghai,80B7HQ79EEG08E2S
IL,Asia/Jerusalem,5W46MQGGPQQOLEE4
IL,Asia/Jerusalem,6FZI8RHBL1U9QBBI
IL,Asia/Jerusalem,TJRBAYPU1Z46IELI
IL,Asia/Jerusalem,8B45QI7RAJQPLMNF
IL,Asia/Jerusalem,V6ZZWU8ULYD581AO
TW,Asia/Taipei,1L2JSOIOO64KC4KU
IL,Asia/Jerusalem,G3PZBBDJQ978Y8XX
CZ,Europe/Prague,L7Z4C0Z7EZBE8FJ9
EE,Europe/Tallinn,SNVQ5CDU0O8B6362
IL,Asia/Jerusalem,QPA1DDGNIGQXSX4W
FI,Europe/Helsinki,YLRLT6MAA3AX5SZB
IT,Europe/Rome,M469ID1HIXRAO7LE
IL,Asia/Jerusalem,LQHC2IURPCZ9Q3N3
CN,Asia/Shanghai,7LEWMVKCW7U80JEI
IL,Asia/Jerusalem,JS5P8LCIP97V0QFS
IL,Asia/Jerusalem,35KB6VUQ4KZXI3R1
IL,Asia/Jerusalem,FFB7EK2AJ1L0U2DW
TW,Asia/Taipei,ITYTGGH29SXM1XYU
DK,Europe/Copenhagen,C2M45GV15LHD4XBI
IL,Asia/Jerusalem,D4YUZMMK4V674QXO
CN,Asia/Shanghai,YI2LJ3AAUI05XZA7
SK,Europe/Bratislava,KIVPAE6H861BIWYE
PL,Europe/Warsaw,PUQ4KS3KCQ3P7SQ3
CN,Asia/Shanghai,ZQA3T33DBTBO8QAT
SE,Europe/Stockholm,PSO0P21MII783JOE
IL,Asia/Jerusalem,ZLSCJPQ2MK5X3BIS
IL,Asia/Jerusalem,02O7EHR2TT1SOD11
NO,Europe/Oslo,JJCRMSKA8PE7OIB7
IT,Europe/Rome,GTSQ0BNENVO1M7DU
CN,Asia/Shanghai,CGMCXF22JVBX4WYN
IL,Asia/Jerusalem,R0N9LO3HU45Z72GZ
IL,Asia/Jerusalem,KZ4UB740Z9ZRTL7Z
IL,Asia/Jerusalem,X2JBA7NB7E1ZF3LO
IL,Asia/Jerusalem,8D7VIZZ34AG82CBL
JP,Asia/Tokyo,3HYHO5GTJ8ZVR094
IL,Asia/Jerusalem,DX6PU71R98M5YU2Y
JP,Asia/Tokyo,S0H3YNGZ802YADY0
IL,Asia/Jerusalem,JED55U7NES177WXX
IL,Asia/Jerusalem,358SLH35VONW0KAN
IL,Asia/Jerusalem,IFAT04HYXXY4NLN4
IL,Asia/Jerusalem,31T00VKFL8YPUGDB
IL,Asia/Jerusalem,83YD75WROGMNBM3F
IL,Asia/Jerusalem,T6WHXT9X03IBK6CX
IL,Asia/Jerusalem,BF7S5HJZ6CRO7VRI
US,America/Chicago,6KYJHWESU0KF3U7R
CN,Asia/Shanghai,S8DMVN1G5HM0MIIH
IL,Asia/Jerusalem,KRUT6P7CT9C7YKFL
CN,Asia/Shanghai,DTL0BPMK9K834EW0
IL,Asia/Jerusalem,28UPYBZ1IDKA4AXU
IL,Asia/Jerusalem,CGQZAT1K80JPMMEF
JP,Asia/Tokyo,LYNLK1CKKXX78N54
IL,Asia/Jerusalem,93VOU65IG2YP84AV
IL,Asia/Jerusalem,V3U03KC8W45P5F8U
TH,Asia/Bangkok,PJ282MQZE1FYJ3H3
IL,Asia/Jerusalem,TLTFIGKEUJU5HKKX
IL,Asia/Jerusalem,O467NAMJJ49YPOA2
IL,Asia/Jerusalem,GFQ98IY0ALWD1OJX
RU,Asia/Yekaterinburg,VDKQOP1KLLCNVTBO
IL,Asia/Jerusalem,AB85HZQUTKVABXRS
AT,Europe/Vienna,JQGOKTZOR0RZRFUY
DE,Europe/Berlin,NIIFWIF5OG47ZF21
FR,Europe/Paris,FHALB70Y3C4ADOH0
CN,Asia/Shanghai,OYT4W2CVTUXMLJYI
IT,Europe/Rome,FWYPZALCKKN65AA0
IL,Asia/Jerusalem,KUZBMUDY7TRDPI7C
IL,Asia/Jerusalem,C93Z5RDG67JOED57
JP,Asia/Tokyo,D8W636P5EBV1TL9C
IL,Asia/Jerusalem,FU05KHYIAPH2G20O
IL,Asia/Jerusalem,YIDTWD28KVJFBNY7
TW,Asia/Taipei,KSYAHQ8CN1HJI7FJ
IL,Asia/Jerusalem,1N9QEDFAYZG5N6A5
IL,Asia/Jerusalem,PV1PT0UWV94SKKI9
IL,Asia/Jerusalem,CZOBYDCJENARHZ12
AT,Europe/Vienna,D00L55IAMODI05ZA
BE,Europe/Brussels,4UL5M0MZR2XBL7DK
IL,Asia/Jerusalem,UFYOXH3LNQFO1X0R
IL,Asia/Jerusalem,01V99G5X2BJ3ELPV
IL,Asia/Jerusalem,HCBPAQ8NAXTO8HEZ
IL,Asia/Jerusalem,7D3C09RPGQ9JD1PY
IL,Asia/Jerusalem,GMAT9QAMPO931L9W
IL,Asia/Jerusalem,BLNV6VJ08MIVNP6A
IL,Asia/Jerusalem,U1BQ6X3YE2BK3XVB
US,America/Chicago,PD2N7F6R4IZ1TYFT
IL,Asia/Jerusalem,01892QIBQKVLB2G1
IL,Asia/Jerusalem,LS801SJYZNCX75QS
IL,Asia/Jerusalem,KOWUW93IE603N65D
NO,Europe/Oslo,0WLN56SC4OVZ3E07
FR,Europe/Paris,EVVT21AMFUWO3X3Z
IL,Asia/Jerusalem,BK85ACBNZ7DJHMMB
IL,Asia/Jerusalem,GKM88J109RW82M3F
IL,Asia/Jerusalem,4PV7NZZX7TXO8JQT
CN,Asia/Shanghai,V1GS28PE9PQH7LXT
IL,Asia/Jerusalem,4HWFWXC39OJ0KRL8
CN,Asia/Shanghai,LZT6EOLO3MNTDYUZ
IT,Europe/Rome,B5HZO3UYJL73ZMCL
GB,Europe/London,JLGWKSDZUY87UQI3
IL,Asia/Jerusalem,QJGM3PPX75FHYWYG
IL,Asia/Jerusalem,NSHWSH949MFRCRQX
BE,Europe/Brussels,I2E5SI0FEJE4U4VW
IL,Asia/Jerusalem,11SJF9AJ6HRTMOXR
CN,Asia/Shanghai,WK79BHWKZ0K9UG3I
CA,America/Toronto,2JNP669XSA1XYOIA
IL,Asia/Jerusalem,MAY6I3Y505M75KIP
TW,Asia/Taipei,F5OOUQN9YKNARJGV
IL,Asia/Jerusalem,HGLYGAFKIDJVSOAZ
PL,Europe/Warsaw,ZTCQ231VSWSIYY50
IL,Asia/Jerusalem,EGYLVI0HXDUSEA0W
AT,Europe/Vienna,CV7XM93FRP4JRL2V
IL,Asia/Jerusalem,ZAWHGFYBP2F676P9
IL,Asia/Jerusalem,WW2SW6IBG59XI53O
IL,Asia/Jerusalem,P473XZ8KGD8I67UV
IL,Asia/Jerusalem,0GDLOOJZEQNQKUA4
FR,Europe/Paris,M3F28N9IW7691AV5
FR,Europe/Paris,P1LUQEVPLSCECTOX
IL,Asia/Jerusalem,YNLBH2NWLJI4QT51
LV,Europe/Riga,895UMS3IYYIY7G7Q
DE,Europe/Berlin,9N00C3XTTPQTM485
IL,Asia/Jerusalem,FNRVMK6WR6NLFV8X
SE,Europe/Stockholm,5WZ6H7RIBEIXIS11
IL,Asia/Jerusalem,K6Y7HKIFT8TL5G41
IL,Asia/Jerusalem,VLASM9RT5MN3XCUC
NO,Europe/Oslo,JDK4VUMN6ZLZOA0N
CH,Europe/Zurich,99FYL06MG5V8CA6F
CH,Europe/Zurich,HTQ4HOHJ2C2OSTDP
IL,Asia/Jerusalem,825TCNATXG8T5V4C
PT,Europe/Lisbon,IGYMHJNRNJ5IWRIU
IL,Asia/Jerusalem,LXY1DPS1PU7IISFK
IL,Asia/Jerusalem,AHB0X9XRBHEUE9BF
FR,Europe/Paris,22A7JCXH5HFIN0OX
CN,Asia/Shanghai,0AOI0CRG5UTATI56
IL,Asia/Jerusalem,BXXTPXCRZP4QIARK
IL,Asia/Jerusalem,1F00NBBVPHYLLN4D
IL,Asia/Jerusalem,5YVY69YOVXQ4PPHG
IL,Asia/Jerusalem,76OQXA4HPY2TK7AC
IL,Asia/Jerusalem,9SQVE7V4CT04437Q
IL,Asia/Jerusalem,ACAHB7SNG1341GTG
IL,Asia/Jerusalem,JEIR4OGDX76JJ6UI
IL,Asia/Jerusalem,XH45OF7JOXM7WVKC
IL,Asia/Jerusalem,GUE7KSX8HOVZ0G7A
IL,Asia/Jerusalem,AD9SYORB82LBHRB5
IL,Asia/Jerusalem,NAU3HXWTULJL4IX3
FR,Europe/Paris,7JVP83ZLBR9GD5W2
NO,Europe/Oslo,586K34B8ERFLN8X4
IL,Asia/Jerusalem,P5CULUWO2F9WH1EN
IL,Asia/Jerusalem,BUUP5PRGIWC7OFRN
IL,Asia/Jerusalem,KN0H7C7RABROM5ZZ
IL,Asia/Jerusalem,P73BXH5CQ9TQVPDP
AT,Europe/Vienna,Y6PJAHKVWX19ULNH
IL,Asia/Jerusalem,CD91H09RW5833GQL
AT,Europe/Vienna,CXAIZKKHBIP3Q9FM
IL,Asia/Jerusalem,Q78BANB9YVJUD8AN
IL,Asia/Jerusalem,CH6LHP1SEH9QT0D5
AU,Australia/Brisbane,HIV2YKD2XDFRJSBN
IL,Asia/Jerusalem,6RIBJ8YZRKRI3MMN
IL,Asia/Jerusalem,B9R8QX0IZK8FVBBW
KY,America/Cayman,TZQHJO8NU7ZXMQBS
US,America/Chicago,I1Y3071N5FUFK49X
IL,Asia/Jerusalem,UGQG9WUUHIICPGA2
AT,Europe/Vienna,WOROER1WT0A9WWT9
IL,Asia/Jerusalem,OSP6NYRQPVJFS6AL
TW,Asia/Taipei,1L2UMLJND5KA36A0
IL,Asia/Jerusalem,D4E5T9VF1OZOMQAB
IL,Asia/Jerusalem,SHBD73POWW0MRRE6
IL,Asia/Jerusalem,NUM78BXHPUVO2RD8
IL,Asia/Jerusalem,TG8RM9G1JGTCI4QT
IL,Asia/Jerusalem,X8DWSJZO7WE01ODB
IT,Europe/Rome,O89HKU6F8QDFQ7GK
CN,Asia/Shanghai,WC43XC8YBK4QP0MY
CN,Asia/Shanghai,MB8K3IB1FMMOMYQJ
AZ,Asia/Baku,ZMK814FUDV0K2GJZ
IL,Asia/Jerusalem,ZHULLJ59UM028591
IT,Europe/Rome,MJRI0U6X4OAOAHO5
IL,Asia/Jerusalem,JOPPQ6RL5BKXOQ23
IL,Asia/Jerusalem,UKV8AFC2STCONQ76
IL,Asia/Jerusalem,TZAJQU6KVH7MO0WB
IL,Asia/Jerusalem,QYMXHTMBM3EU6P1D
IL,Asia/Jerusalem,T6OMNWHVLOIZ45RU
IL,Asia/Jerusalem,UK0KT93KNBZT98RB
IL,Asia/Jerusalem,XL31FZVVRH8P6A1H
IL,Asia/Jerusalem,T143I4E652M1SBWL
DK,Europe/Copenhagen,AEUFYWGC6QEBTKP2
IL,Asia/Jerusalem,YOXLWEGESORS6X95
IL,Asia/Jerusalem,OOXXZ1BR6XOHR1QX
IL,Asia/Jerusalem,NRFPNBACUIXQ1V58
IL,Asia/Jerusalem,50GEXHTZGLQ9ANBD
JP,Asia/Tokyo,T8JILQG36IZEC0R2
DE,Europe/Berlin,JNQXZPLGWKB5WYG8
IL,Asia/Jerusalem,WHL8RTAZL3BPTBV4
IL,Asia/Jerusalem,RH3FJOGFTG164SOG
NO,Europe/Oslo,OO8V2CYYOTNZFGT3
IL,Asia/Jerusalem,HYYDHXKLW8W37OU3
IL,Asia/Jerusalem,PGD9OPQ2KNIJAFXF
IL,Asia/Jerusalem,W7AJ12E6LGMACXSG
SK,Europe/Bratislava,WXHSLLCQR4VJX0YW
IL,Asia/Jerusalem,ITYFEY0EVQJ4GN1X
CA,America/Toronto,50V8064YQ3K3VOJP
IL,Asia/Jerusalem,XDCMAEO2SDVEELS4
FR,Europe/Paris,H5YGQXWKC67OKD0Z
FR,Europe/Paris,60WGCGRJM1ZCSUOB
IL,Asia/Jerusalem,SS6QL0G9ICP49DV1
CN,Asia/Shanghai,Q0PGP35I8NO14WH8
IL,Asia/Jerusalem,VTHNRUCVKQUM736G
IL,Asia/Jerusalem,I6XCI6CODSNPAUOX
DE,Europe/Berlin,QPLXDF42J9KAH52C
IL,Asia/Jerusalem,8MTFCPCP8XZ9X233
IL,Asia/Jerusalem,CQICFAM6SJ8DL091
IL,Asia/Jerusalem,OL53RINEO0H1VEQN
IL,Asia/Jerusalem,IQD61U8HE3TV4EWH
NL,Europe/Amsterdam,UVLUSBZI15YHNEGS
CN,Asia/Shanghai,KRPRBZU7F1XYRXYT
IL,Asia/Jerusalem,0ZVOD0DP2WSW35H1
FR,Europe/Paris,BYEA7R2M6D0XWTIO
IL,Asia/Jerusalem,CZKADJ1UNG96304E
NL,Europe/Amsterdam,HKZZTLAE5ALOSRKW
IL,Asia/Jerusalem,IQNW5Z7NRBDS652C
CA,America/Toronto,SAHOWHLOF5WTZ27S
IL,Asia/Jerusalem,OH7WN4AUH5RYKBG8
CO,America/Bogota,HTTBTHY9V2WJBLXG
CL,America/Santiago,HE7PH021YMSMWPE6
IL,Asia/Jerusalem,TUSYWVTDOHRG3YSV
IL,Asia/Jerusalem,QQ88NFFA04X0KY1K
IL,Asia/Jerusalem,05E3IP5I47GJRXMI
IL,Asia/Jerusalem,6U3DT2JTUPNUH1XO
IL,Asia/Jerusalem,0Y2M8W420RM8L3V2
TW,Asia/Taipei,J8F6UW8MXC0BK78Z
IL,Asia/Jerusalem,K3F4VSF3KBZTLP86
IL,Asia/Jerusalem,DJ64HTO9XAVIIF4C
DE,Europe/Berlin,WPTIJPL6GIP9BJZY
IL,Asia/Jerusalem,0FZQJ1IXQPDRV3V2
GB,Europe/London,T4A8HZEY58USHCU0
AU,Australia/Adelaide,Z5OJWNPWRHV9FZSB
IL,Asia/Jerusalem,S7JNVZ9R5HAZ2JQO
IL,Asia/Jerusalem,AQ0QLYGHMD8WOVXF
DK,Europe/Copenhagen,NZFQ3ZP3YTC2LXZZ
IL,Asia/Jerusalem,3F8D28Z7KR4R1SIA
IL,Asia/Jerusalem,BM87I3BOTDPGTB1A
IL,Asia/Jerusalem,XMDFGYZFYO7U38G4
CN,Asia/Shanghai,U0A76RVXPGY4YQRB
IL,Asia/Jerusalem,LEBMVY4TS5JEEY96
IL,Asia/Jerusalem,O9Z7V4FP8ZUJYYQ4
US,America/Chicago,GJCZSEE6YL11IAQU
IL,Asia/Jerusalem,GR2E4TVHJ9XW1Z9W
,Europe/Vaduz,QMJXZLREE88GULA1
IL,Asia/Jerusalem,54LZNGZRLTFMQWI0
IL,Asia/Jerusalem,9T3S2MCYREBLHDXY
IL,Asia/Jerusalem,88J0NR0K9TBF0YMJ
